date,amount,account_code,account_name,vendor,description,journal_ref
2024-08-08,5866.85,4100,Service Revenue,Bayview Logistics,Reimbursement,JE-11225
2024-06-10,1128.43,6010,Payroll Tax Expense,Customer C Holdings,Reimbursement,JE-11226
2024-01-04,459.77,6700,Software Subscriptions,Northstar Utilities,Subscription renewal,JE-11227
2024-05-21,1245.58,6900,Repairs & Maintenance,Reliant Repair Services,Routine purchase,JE-11228
2024-06-12,462.59,6300,Office Supplies,Apex Payroll Services,Monthly invoice,JE-11229
2024-05-23,5000.0,5100,Inventory Purchases,Greenline Insurance,Subscription renewal,JE-11230
2024-12-09,548.78,6200,Utilities Expense,Acme Supplies Inc,Monthly invoice,JE-11231
2024-01-18,103.89,6300,Office Supplies,Customer C Holdings,Routine purchase,JE-11232
2024-01-09,2461.59,4100,Service Revenue,Customer D Industries,Equipment lease,JE-11233
2024-11-13,3255.31,5100,Inventory Purchases,Pacific Office Co,Service rendered,JE-11234
2024-10-10,423.78,6400,Professional Fees,Quantum Software Inc,Vendor payment,JE-11235
2024-02-26,8916.06,6000,Salaries Expense,Customer A Corp,Routine purchase,JE-11236
2024-02-29,731.65,6600,Marketing Expense,Pacific Office Co,Supplies order,JE-11237
2024-10-17,3129.6,2000,Accounts Payable,Customer D Industries,Service rendered,JE-11238
2024-12-24,529.12,5100,Inventory Purchases,Vector IT Solutions,Equipment lease,JE-11239
2024-11-04,1274.14,6800,Insurance Expense,Bayview Logistics,Recurring charge,JE-11240
2024-09-10,3454.39,6400,Professional Fees,Pacific Office Co,Service rendered,JE-11241
2024-02-15,1055.5,6500,Travel & Entertainment,Bayview Logistics,Recurring charge,JE-11242
2024-02-04,2367.01,5000,Cost of Goods Sold,Standard Bank,Reimbursement,JE-11243
2024-04-17,632.13,6700,Software Subscriptions,Bayview Logistics,Supplies order,JE-11244
2024-08-16,465.48,6700,Software Subscriptions,Reliant Repair Services,Routine purchase,JE-11245
2024-11-18,3047.26,6100,Rent Expense,Standard Bank,Service rendered,JE-11246
2024-08-29,8934.97,4000,Sales Revenue,Bayview Logistics,Routine purchase,JE-11247
2024-02-28,469.22,6200,Utilities Expense,Summit Marketing Group,Service rendered,JE-11248
2024-09-25,2962.78,6100,Rent Expense,Bridgepoint Travel,Equipment lease,JE-11249
2024-11-13,405.11,2000,Accounts Payable,Bridgepoint Travel,Equipment lease,JE-11250
2024-03-14,984.87,6800,Insurance Expense,Greenline Insurance,Vendor payment,JE-11251
2024-09-11,180.67,6300,Office Supplies,Northstar Utilities,Routine purchase,JE-11252
2024-07-10,3356.65,4100,Service Revenue,Customer D Industries,Subscription renewal,JE-11253
2024-02-16,50.0,6900,Repairs & Maintenance,Citywide Rentals LLC,Equipment lease,JE-11254
2024-08-14,1238.84,5100,Inventory Purchases,Customer D Industries,Monthly invoice,JE-11255
2024-08-28,1250.31,6010,Payroll Tax Expense,Bridgepoint Travel,Service rendered,JE-11256
2024-01-08,3167.77,6100,Rent Expense,Vector IT Solutions,Monthly invoice,JE-11257
2024-12-26,612.41,6300,Office Supplies,Quantum Software Inc,Monthly invoice,JE-11258
2024-04-17,50.0,4100,Service Revenue,Bridgepoint Travel,Reimbursement,JE-11259
2024-08-17,298.76,6300,Office Supplies,Reliant Repair Services,Equipment lease,JE-11260
2024-08-30,4057.32,7000,Cash Disbursements,Customer C Holdings,Routine purchase,JE-11261
2024-01-19,87.51,6500,Travel & Entertainment,Customer D Industries,Equipment lease,JE-11262
2024-08-29,851.19,6800,Insurance Expense,Reliant Repair Services,Subscription renewal,JE-11263
2024-08-29,4377.87,6000,Salaries Expense,Summit Marketing Group,Supplies order,JE-11264
2024-01-30,2512.5,2000,Accounts Payable,Pacific Office Co,Reimbursement,JE-11265
2024-06-08,5241.9,5100,Inventory Purchases,Apex Payroll Services,Supplies order,JE-11266
2024-01-31,2353.65,5000,Cost of Goods Sold,Quantum Software Inc,Monthly invoice,JE-11267
2024-07-12,290.36,6010,Payroll Tax Expense,Standard Bank,Vendor payment,JE-11268
2024-02-15,148.38,6500,Travel & Entertainment,Customer C Holdings,Routine purchase,JE-11269
2024-01-04,3929.19,1200,Accounts Receivable,Customer A Corp,Vendor payment,JE-11270
2024-04-11,2539.6,2000,Accounts Payable,Bayview Logistics,Routine purchase,JE-11271
2024-08-16,1824.04,5000,Cost of Goods Sold,Northstar Utilities,Monthly invoice,JE-11272
2024-09-21,5609.04,6000,Salaries Expense,Customer B LLC,Recurring charge,JE-11273
2024-03-15,57.01,6500,Travel & Entertainment,Northstar Utilities,Reimbursement,JE-11274
2024-03-01,5620.21,1200,Accounts Receivable,Customer A Corp,Subscription renewal,JE-11275
2024-12-18,9318.86,4000,Sales Revenue,Customer A Corp,Service rendered,JE-11276
2024-08-16,1045.22,6900,Repairs & Maintenance,Bayview Logistics,Equipment lease,JE-11277
2024-01-14,2743.66,4100,Service Revenue,Customer A Corp,Reimbursement,JE-11278
2024-01-06,384.54,6200,Utilities Expense,Vector IT Solutions,Equipment lease,JE-11279
2024-06-03,425.37,6900,Repairs & Maintenance,Summit Marketing Group,Reimbursement,JE-11280
2024-01-13,3116.29,6400,Professional Fees,Apex Payroll Services,Equipment lease,JE-11281
2024-02-06,3255.46,7000,Cash Disbursements,Standard Bank,Vendor payment,JE-11282
2024-03-27,540.81,6700,Software Subscriptions,Customer A Corp,Vendor payment,JE-11283
2024-12-26,409.67,6200,Utilities Expense,Customer B LLC,Vendor payment,JE-11284
2024-12-17,1715.19,6400,Professional Fees,Customer C Holdings,Vendor payment,JE-11285
2024-01-10,2767.29,1200,Accounts Receivable,Customer A Corp,Routine purchase,JE-11286
2024-02-02,1277.99,5100,Inventory Purchases,Vector IT Solutions,Service rendered,JE-11287
2024-03-25,5078.1,5100,Inventory Purchases,Greenline Insurance,Vendor payment,JE-11288
2024-11-06,1267.95,6600,Marketing Expense,Quantum Software Inc,Recurring charge,JE-11289
2024-07-29,5408.98,1200,Accounts Receivable,Vista Trading Co #1936,Routine purchase,JE-11290
2024-09-24,3004.06,6100,Rent Expense,Citywide Rentals LLC,Subscription renewal,JE-11291
2024-08-12,1488.37,6010,Payroll Tax Expense,Quantum Software Inc,Reimbursement,JE-11292
2024-11-15,883.76,6800,Insurance Expense,Customer C Holdings,Recurring charge,JE-11293
2024-11-03,2998.55,6100,Rent Expense,Bayview Logistics,Reimbursement,JE-11294
2024-03-26,4924.67,1200,Accounts Receivable,Customer C Holdings,Recurring charge,JE-11295
2024-02-20,1252.95,6010,Payroll Tax Expense,Pacific Office Co,Service rendered,JE-11296
2024-05-23,586.76,6500,Travel & Entertainment,Reliant Repair Services,Monthly invoice,JE-11297
2024-04-01,4926.46,6000,Salaries Expense,Customer C Holdings,Reimbursement,JE-11298
2024-10-05,1543.0,4000,Sales Revenue,Acme Supplies Inc,Supplies order,JE-11299
2024-05-24,1489.05,6600,Marketing Expense,Customer C Holdings,Equipment lease,JE-11300
2024-02-16,457.01,6700,Software Subscriptions,Customer C Holdings,Subscription renewal,JE-11301
2024-11-07,2878.59,5100,Inventory Purchases,Bridgepoint Travel,Subscription renewal,JE-11302
2024-06-26,419.06,6700,Software Subscriptions,Apex Payroll Services,Monthly invoice,JE-11303
2024-11-26,2934.31,6100,Rent Expense,Customer A Corp,Routine purchase,JE-11304
2024-11-26,4671.86,4000,Sales Revenue,Bridgepoint Travel,Subscription renewal,JE-11305
2024-07-14,289.49,6200,Utilities Expense,Vector IT Solutions,Monthly invoice,JE-11306
2024-02-08,336.94,6200,Utilities Expense,Apex Payroll Services,Subscription renewal,JE-11307
2024-05-16,3992.89,7000,Cash Disbursements,Greenline Insurance,Monthly invoice,JE-11308
2024-06-05,841.0,6500,Travel & Entertainment,Reliant Repair Services,Monthly invoice,JE-11309
2024-03-04,347.33,6300,Office Supplies,Quantum Software Inc,Routine purchase,JE-11310
2024-09-11,4028.76,5100,Inventory Purchases,Citywide Rentals LLC,Reimbursement,JE-11311
2024-08-02,719.75,6500,Travel & Entertainment,Standard Bank,Recurring charge,JE-11312
2024-01-12,6163.9,4100,Service Revenue,Customer C Holdings,Supplies order,JE-11313
2024-12-17,5843.15,2000,Accounts Payable,Customer B LLC,Vendor payment,JE-11314
2024-07-22,50.0,7000,Cash Disbursements,Pacific Office Co,Monthly invoice,JE-11315
2024-09-17,1069.77,6010,Payroll Tax Expense,Northstar Utilities,Service rendered,JE-11316
2024-09-30,197.06,6900,Repairs & Maintenance,Customer D Industries,Recurring charge,JE-11317
2024-03-31,2907.68,6100,Rent Expense,Greenline Insurance,Reimbursement,JE-11318
2024-03-11,4146.92,5100,Inventory Purchases,Northstar Utilities,Reimbursement,JE-11319
2024-05-11,2700.76,6600,Marketing Expense,Standard Bank,Subscription renewal,JE-11320
2024-07-29,511.24,6200,Utilities Expense,Bridgepoint Travel,Equipment lease,JE-11321
2024-07-14,4850.0,6800,Insurance Expense,Vista Trading Co #1988,,JE-11322
2024-01-19,275.45,6900,Repairs & Maintenance,Customer D Industries,Subscription renewal,JE-11323
2024-09-26,2261.33,4100,Service Revenue,Customer A Corp,Equipment lease,JE-11324
2024-09-02,516.69,6200,Utilities Expense,Bayview Logistics,Monthly invoice,JE-11325
2024-10-31,122.97,6900,Repairs & Maintenance,Apex Payroll Services,Vendor payment,JE-11326
2024-06-12,3209.12,6400,Professional Fees,Customer B LLC,Recurring charge,JE-11327
2024-10-11,4292.03,4100,Service Revenue,Customer B LLC,Supplies order,JE-11328
2024-12-01,594.92,6300,Office Supplies,Pacific Office Co,Equipment lease,JE-11329
2024-09-18,78.46,6300,Office Supplies,Customer D Industries,Routine purchase,JE-11330
2024-01-26,1027.27,6010,Payroll Tax Expense,Standard Bank,Equipment lease,JE-11331
2024-12-18,1284.5,6500,Travel & Entertainment,Quantum Software Inc,Supplies order,JE-11332
2024-10-13,875.5,6800,Insurance Expense,Customer A Corp,Vendor payment,JE-11333
2024-06-21,4171.43,2000,Accounts Payable,Customer A Corp,Subscription renewal,JE-11334
2024-06-03,3115.09,4000,Sales Revenue,Standard Bank,Routine purchase,JE-11335
2024-06-13,1196.14,6010,Payroll Tax Expense,Bayview Logistics,Equipment lease,JE-11336
2024-07-10,1038.9,6400,Professional Fees,Acme Supplies Inc,Subscription renewal,JE-11337
2024-10-13,8691.35,4000,Sales Revenue,Summit Marketing Group,Routine purchase,JE-11338
2024-08-05,1112.44,6010,Payroll Tax Expense,Customer C Holdings,Subscription renewal,JE-11339
2024-03-25,605.19,6500,Travel & Entertainment,Quantum Software Inc,Recurring charge,JE-11340
2024-01-15,2548.49,4100,Service Revenue,Apex Payroll Services,Routine purchase,JE-11341
2024-02-02,1181.83,6800,Insurance Expense,Customer C Holdings,Monthly invoice,JE-11342
2024-12-12,2960.82,6100,Rent Expense,Citywide Rentals LLC,Supplies order,JE-11343
2024-06-01,3304.46,1200,Accounts Receivable,Bridgepoint Travel,Routine purchase,JE-11344
2024-08-02,465.25,6300,Office Supplies,Customer A Corp,Routine purchase,JE-11345
2024-05-07,3770.54,4100,Service Revenue,Citywide Rentals LLC,Reimbursement,JE-11346
2024-09-02,2004.61,5000,Cost of Goods Sold,Reliant Repair Services,Equipment lease,JE-11347
2024-12-30,1069.69,6800,Insurance Expense,Northstar Utilities,Equipment lease,JE-11348
2024-10-09,427.94,6300,Office Supplies,Apex Payroll Services,Equipment lease,JE-11349
2024-02-26,564.46,6700,Software Subscriptions,Citywide Rentals LLC,Supplies order,JE-11350
2024-04-16,1151.95,4100,Service Revenue,Greenline Insurance,Subscription renewal,JE-11351
2024-03-07,871.58,6600,Marketing Expense,Customer C Holdings,Subscription renewal,JE-11352
2024-03-04,1814.3,6400,Professional Fees,Bridgepoint Travel,Equipment lease,JE-11353
2024-03-21,1955.08,6600,Marketing Expense,Vector IT Solutions,Monthly invoice,JE-11354
2024-09-03,2838.37,6100,Rent Expense,Acme Supplies Inc,Service rendered,JE-11355
2024-08-14,1164.4,6800,Insurance Expense,Citywide Rentals LLC,Vendor payment,JE-11356
2024-05-27,6427.02,1200,Accounts Receivable,Customer B LLC,Monthly invoice,JE-11357
2024-05-31,3724.96,4000,Sales Revenue,Customer D Industries,Vendor payment,JE-11358
2024-08-02,422.15,6200,Utilities Expense,Pacific Office Co,Vendor payment,JE-11359
2024-07-10,2810.98,6400,Professional Fees,Apex Payroll Services,Vendor payment,JE-11360
2024-05-28,1165.5,5100,Inventory Purchases,Apex Payroll Services,Monthly invoice,JE-11361
2024-03-25,3188.84,6400,Professional Fees,Bayview Logistics,Vendor payment,JE-11362
2024-10-13,897.99,6800,Insurance Expense,Bayview Logistics,Vendor payment,JE-11363
2024-04-24,3006.98,6100,Rent Expense,Greenline Insurance,Equipment lease,JE-11364
2024-07-23,3496.84,2000,Accounts Payable,Citywide Rentals LLC,Supplies order,JE-11365
2024-07-10,12544.27,5000,Cost of Goods Sold,Pacific Office Co,Routine purchase,JE-11366
2024-06-28,6460.7,6000,Salaries Expense,Northstar Utilities,Recurring charge,JE-11367
2024-12-29,9831.74,4000,Sales Revenue,Summit Marketing Group,Vendor payment,JE-11368
2024-05-08,4219.44,4100,Service Revenue,Pacific Office Co,Reimbursement,JE-11369
2024-04-23,809.13,6800,Insurance Expense,Apex Payroll Services,Monthly invoice,JE-11370
2024-02-27,1789.71,1200,Accounts Receivable,Vector IT Solutions,Recurring charge,JE-11371
2024-07-17,2365.83,6600,Marketing Expense,Standard Bank,Reimbursement,JE-11372
2024-11-18,2742.04,6400,Professional Fees,Customer C Holdings,Equipment lease,JE-11373
2024-10-25,5265.82,1200,Accounts Receivable,Quantum Software Inc,Vendor payment,JE-11374
2024-11-11,260.73,6300,Office Supplies,Greenline Insurance,Vendor payment,JE-11375
2024-11-11,1006.66,6800,Insurance Expense,Customer A Corp,Vendor payment,JE-11376
2024-05-01,5809.23,6000,Salaries Expense,Quantum Software Inc,Vendor payment,JE-11377
2024-05-28,5319.2,5100,Inventory Purchases,Customer B LLC,Vendor payment,JE-11378
2024-02-01,747.83,6600,Marketing Expense,Bridgepoint Travel,Reimbursement,JE-11379
2024-09-11,788.07,6010,Payroll Tax Expense,Customer B LLC,Recurring charge,JE-11380
2024-07-31,738.59,4100,Service Revenue,Apex Payroll Services,Equipment lease,JE-11381
2024-05-14,6999.19,1200,Accounts Receivable,Bayview Logistics,Vendor payment,JE-11382
2024-09-03,3398.72,6400,Professional Fees,Bridgepoint Travel,Vendor payment,JE-11383
2024-10-26,1198.7,5000,Cost of Goods Sold,Vector IT Solutions,Vendor payment,JE-11384
2024-03-26,2396.91,7000,Cash Disbursements,Apex Payroll Services,Subscription renewal,JE-11385
2024-10-03,2511.46,5000,Cost of Goods Sold,Bridgepoint Travel,Service rendered,JE-11386
2024-05-28,6638.81,6000,Salaries Expense,Northstar Utilities,Monthly invoice,JE-11387
2024-10-25,5398.77,5000,Cost of Goods Sold,Bridgepoint Travel,,JE-11388
2024-04-04,1366.14,1200,Accounts Receivable,Greenline Insurance,Routine purchase,JE-11389
2024-11-10,1074.03,6010,Payroll Tax Expense,Apex Payroll Services,Recurring charge,JE-11390
2024-06-03,2983.19,6100,Rent Expense,Quantum Software Inc,,JE-11391
2024-08-10,372.39,6300,Office Supplies,Apex Payroll Services,Supplies order,JE-11392
2024-01-03,3405.65,4000,Sales Revenue,Quantum Software Inc,Subscription renewal,JE-11393
2024-06-25,2497.86,6600,Marketing Expense,Acme Supplies Inc,Supplies order,JE-11394
2024-04-12,765.41,6600,Marketing Expense,Pacific Office Co,,JE-11395
2024-06-21,1937.55,6600,Marketing Expense,Customer A Corp,Vendor payment,JE-11396
2024-04-24,2273.64,5100,Inventory Purchases,Apex Payroll Services,Subscription renewal,JE-11397
2024-09-23,2823.53,6600,Marketing Expense,Greenline Insurance,Equipment lease,JE-11398
2024-09-17,50.0,6400,Professional Fees,Reliant Repair Services,Routine purchase,JE-11399
2024-04-29,380.14,6200,Utilities Expense,Bridgepoint Travel,Vendor payment,JE-11400
2024-07-22,230.3,5000,Cost of Goods Sold,Bayview Logistics,Supplies order,JE-11401
2024-08-20,10332.58,4000,Sales Revenue,Bayview Logistics,Subscription renewal,JE-11402
2024-10-22,50.0,6300,Office Supplies,Customer A Corp,Service rendered,JE-11403
2024-07-23,193.24,6700,Software Subscriptions,Summit Marketing Group,Vendor payment,JE-11404
2024-10-29,250.17,6700,Software Subscriptions,Customer D Industries,Subscription renewal,JE-11405
2024-07-05,4097.58,4000,Sales Revenue,Pacific Office Co,Monthly invoice,JE-11406
2024-12-10,1080.52,6400,Professional Fees,Customer A Corp,Recurring charge,JE-11407
2024-11-03,1178.27,6500,Travel & Entertainment,Standard Bank,Service rendered,JE-11408
2024-09-17,5177.38,5100,Inventory Purchases,Northstar Utilities,Service rendered,JE-11409
2024-11-01,1188.98,6400,Professional Fees,Customer C Holdings,Subscription renewal,JE-11410
2024-02-22,2522.21,6400,Professional Fees,Greenline Insurance,Equipment lease,JE-11411
2024-07-25,879.48,6500,Travel & Entertainment,Northstar Utilities,Equipment lease,JE-11412
2024-12-17,1760.79,6400,Professional Fees,Customer C Holdings,Supplies order,JE-11413
2024-07-02,3230.83,4000,Sales Revenue,Greenline Insurance,Monthly invoice,JE-11414
2024-11-08,1097.06,6600,Marketing Expense,Vector IT Solutions,Equipment lease,JE-11415
2024-11-02,2049.43,4100,Service Revenue,Bridgepoint Travel,Recurring charge,JE-11416
2024-08-12,5384.78,4100,Service Revenue,Apex Payroll Services,Equipment lease,JE-11417
2024-01-30,2630.93,6400,Professional Fees,Greenline Insurance,Equipment lease,JE-11418
2024-02-06,4859.75,6000,Salaries Expense,Greenline Insurance,Monthly invoice,JE-11419
2024-11-10,1123.75,6800,Insurance Expense,Greenline Insurance,Vendor payment,JE-11420
2024-06-12,2371.46,4100,Service Revenue,Bridgepoint Travel,Monthly invoice,JE-11421
2024-10-10,7437.99,4000,Sales Revenue,Customer B LLC,Reimbursement,JE-11422
2024-11-21,1285.41,6600,Marketing Expense,Quantum Software Inc,Routine purchase,JE-11423
2024-08-13,3561.35,4100,Service Revenue,Citywide Rentals LLC,Supplies order,JE-11424
2024-08-29,5395.26,5100,Inventory Purchases,Bridgepoint Travel,Equipment lease,JE-11425
2024-05-03,5068.28,5100,Inventory Purchases,Customer C Holdings,Equipment lease,JE-11426
2024-03-05,12995.5,4100,Service Revenue,Greenline Insurance,Service rendered,JE-11427
2024-06-19,3054.34,6100,Rent Expense,Customer D Industries,Service rendered,JE-11428
2024-01-25,4962.07,1200,Accounts Receivable,Customer D Industries,Vendor payment,JE-11429
2024-12-06,4953.72,4000,Sales Revenue,Reliant Repair Services,Service rendered,JE-11430
2024-11-08,2907.97,7000,Cash Disbursements,Customer D Industries,Routine purchase,JE-11431
2024-02-06,530.24,6300,Office Supplies,Greenline Insurance,Supplies order,JE-11432
2024-04-01,253.48,6700,Software Subscriptions,Reliant Repair Services,Routine purchase,JE-11433
2024-05-08,703.33,6010,Payroll Tax Expense,Citywide Rentals LLC,Routine purchase,JE-11434
2024-07-24,4052.92,6000,Salaries Expense,Citywide Rentals LLC,Subscription renewal,JE-11435
2024-05-07,7207.12,5100,Inventory Purchases,Apex Payroll Services,Routine purchase,JE-11436
2024-03-15,1034.23,6600,Marketing Expense,Reliant Repair Services,Recurring charge,JE-11437
2024-07-17,1015.75,6010,Payroll Tax Expense,Greenline Insurance,Vendor payment,JE-11438
2024-03-15,4447.2,1200,Accounts Receivable,Greenline Insurance,Recurring charge,JE-11439
2024-01-17,755.28,6900,Repairs & Maintenance,Customer C Holdings,Monthly invoice,JE-11440
2024-05-15,6737.12,6000,Salaries Expense,Apex Payroll Services,Subscription renewal,JE-11441
2024-10-10,4993.88,6100,Rent Expense,Customer D Industries,Recurring charge,JE-11442
2024-08-08,2477.44,2000,Accounts Payable,Citywide Rentals LLC,Reimbursement,JE-11443
2024-12-04,7318.93,1200,Accounts Receivable,Customer A Corp,Monthly invoice,JE-11444
2024-12-11,601.23,6500,Travel & Entertainment,Acme Supplies Inc,Monthly invoice,JE-11445
2024-07-04,481.87,6700,Software Subscriptions,Summit Marketing Group,Equipment lease,JE-11446
2024-02-12,50.0,6300,Office Supplies,Bayview Logistics,,JE-11447
2024-03-21,6588.97,5100,Inventory Purchases,Summit Marketing Group,Routine purchase,JE-11448
2024-05-24,425.66,6700,Software Subscriptions,Bayview Logistics,Equipment lease,JE-11449
2024-07-31,1184.37,6500,Travel & Entertainment,Customer B LLC,Routine purchase,JE-11450
2024-10-27,6515.6,2000,Accounts Payable,Apex Payroll Services,Recurring charge,JE-11451
2024-06-10,484.84,6200,Utilities Expense,Northstar Utilities,Service rendered,JE-11452
2024-06-07,6915.79,6000,Salaries Expense,Bayview Logistics,Recurring charge,JE-11453
2024-03-06,1185.13,6800,Insurance Expense,Bayview Logistics,Equipment lease,JE-11454
2024-08-04,9850.0,6700,Software Subscriptions,Maple Holdings Ltd #1997,,JE-11455
2024-07-21,50.0,2000,Accounts Payable,Customer D Industries,Service rendered,JE-11456
2024-05-23,500.77,6200,Utilities Expense,Quantum Software Inc,Recurring charge,JE-11457
2024-04-15,182.82,6700,Software Subscriptions,Bridgepoint Travel,Vendor payment,JE-11458
2024-09-17,279.42,6700,Software Subscriptions,Vector IT Solutions,Recurring charge,JE-11459
2024-09-25,482.42,6900,Repairs & Maintenance,Bridgepoint Travel,Service rendered,JE-11460
2024-07-24,275.88,6300,Office Supplies,Apex Payroll Services,Monthly invoice,JE-11461
2024-09-12,3055.83,6100,Rent Expense,Acme Supplies Inc,Supplies order,JE-11462
2024-02-29,187.38,6500,Travel & Entertainment,Standard Bank,Equipment lease,JE-11463
2024-04-05,2300.13,2000,Accounts Payable,Customer A Corp,Recurring charge,JE-11464
2024-04-29,2162.99,6600,Marketing Expense,Greenline Insurance,Subscription renewal,JE-11465
2024-12-24,919.25,6900,Repairs & Maintenance,Customer C Holdings,Supplies order,JE-11466
2024-06-18,307.75,6700,Software Subscriptions,Greenline Insurance,Recurring charge,JE-11467
2024-09-25,3069.89,4100,Service Revenue,Reliant Repair Services,Recurring charge,JE-11468
2024-09-20,449.25,6500,Travel & Entertainment,Bridgepoint Travel,Supplies order,JE-11469
2024-04-26,6869.78,4000,Sales Revenue,Maple Holdings Ltd #1921,Subscription renewal,JE-11470
2024-01-12,2994.82,1200,Accounts Receivable,Quantum Software Inc,Routine purchase,JE-11471
2024-09-05,5925.06,1200,Accounts Receivable,Bridgepoint Travel,Reimbursement,JE-11472
2024-02-02,506.03,6600,Marketing Expense,Vector IT Solutions,Reimbursement,JE-11473
2024-11-13,4273.31,4100,Service Revenue,Standard Bank,Subscription renewal,JE-11474
2024-08-26,2996.53,6100,Rent Expense,Bayview Logistics,Recurring charge,JE-11475
2024-01-30,173.87,6200,Utilities Expense,Acme Supplies Inc,Supplies order,JE-11476
2024-10-11,854.68,6500,Travel & Entertainment,Customer D Industries,Routine purchase,JE-11477
2024-10-17,3961.78,1200,Accounts Receivable,Quantum Software Inc,Equipment lease,JE-11478
2024-10-25,191.78,6700,Software Subscriptions,Customer A Corp,Monthly invoice,JE-11479
2024-08-02,1726.35,6600,Marketing Expense,Bridgepoint Travel,Recurring charge,JE-11480
2024-02-15,2820.89,5000,Cost of Goods Sold,Vector IT Solutions,Recurring charge,JE-11481
2024-04-22,222.25,6700,Software Subscriptions,Pacific Office Co,,JE-11482
2024-05-07,50.0,6300,Office Supplies,Greenline Insurance,Routine purchase,JE-11483
2024-07-23,310.8,6500,Travel & Entertainment,Summit Marketing Group,Vendor payment,JE-11484
2024-02-20,3743.89,1200,Accounts Receivable,Bridgepoint Travel,Equipment lease,JE-11485
2024-09-01,5148.05,4000,Sales Revenue,Quantum Software Inc,Vendor payment,JE-11486
2024-01-03,189.63,6300,Office Supplies,Greenline Insurance,Routine purchase,JE-11487
2024-12-12,2809.23,6600,Marketing Expense,Customer C Holdings,Supplies order,JE-11488
2024-10-07,2114.45,6400,Professional Fees,Apex Payroll Services,Monthly invoice,JE-11489
2024-02-01,344.96,6900,Repairs & Maintenance,Pacific Office Co,Vendor payment,JE-11490
2024-03-15,595.59,4100,Service Revenue,Quantum Software Inc,Vendor payment,JE-11491
2024-07-25,2601.05,5000,Cost of Goods Sold,Acme Supplies Inc,Service rendered,JE-11492
2024-07-08,143.74,6200,Utilities Expense,Bayview Logistics,Supplies order,JE-11493
2024-06-24,186.83,6300,Office Supplies,Bayview Logistics,Reimbursement,JE-11494
2024-06-18,1241.77,6010,Payroll Tax Expense,Pacific Office Co,Vendor payment,JE-11495
2024-07-17,9948.36,1200,Accounts Receivable,Summit Marketing Group,Monthly invoice,JE-11496
2024-10-20,9850.0,6800,Insurance Expense,Brightway Group #1999,,JE-11497
2024-01-04,2655.11,2000,Accounts Payable,Customer B LLC,Service rendered,JE-11498
2024-02-28,352.96,6200,Utilities Expense,Customer B LLC,Reimbursement,JE-11499
2024-09-14,390.77,6300,Office Supplies,Reliant Repair Services,Supplies order,JE-11500
2024-07-24,2439.03,4000,Sales Revenue,Pacific Office Co,Equipment lease,JE-11501
2024-04-02,791.28,6010,Payroll Tax Expense,Customer C Holdings,Vendor payment,JE-11502
2024-03-19,1162.46,6010,Payroll Tax Expense,Summit Marketing Group,Vendor payment,JE-11503
2024-11-09,2991.09,6100,Rent Expense,Customer B LLC,Subscription renewal,JE-11504
2024-12-04,967.89,6010,Payroll Tax Expense,Reliant Repair Services,Vendor payment,JE-11505
2024-04-30,385.78,6200,Utilities Expense,Northstar Utilities,Supplies order,JE-11506
2024-08-28,501.15,6600,Marketing Expense,Summit Marketing Group,Supplies order,JE-11507
2024-11-29,50.0,6600,Marketing Expense,Summit Marketing Group,Subscription renewal,JE-11508
2024-06-27,2768.65,5000,Cost of Goods Sold,Standard Bank,Vendor payment,JE-11509
2024-12-02,1914.65,7000,Cash Disbursements,Apex Payroll Services,Monthly invoice,JE-11510
2024-09-04,2433.01,5100,Inventory Purchases,Bayview Logistics,Monthly invoice,JE-11511
2024-01-22,4020.26,5000,Cost of Goods Sold,Standard Bank,Recurring charge,JE-11512
2024-08-30,494.55,6200,Utilities Expense,Bridgepoint Travel,Reimbursement,JE-11513
2024-01-01,567.01,6300,Office Supplies,Reliant Repair Services,Equipment lease,JE-11514
2024-11-01,6168.83,5100,Inventory Purchases,Quantum Software Inc,Equipment lease,JE-11515
2024-11-11,1780.58,6600,Marketing Expense,Summit Marketing Group,Service rendered,JE-11516
2024-11-29,643.15,6900,Repairs & Maintenance,Northstar Utilities,Monthly invoice,JE-11517
2024-11-01,585.41,6600,Marketing Expense,Greenline Insurance,Equipment lease,JE-11518
2024-06-18,527.0,6900,Repairs & Maintenance,Greenline Insurance,Vendor payment,JE-11519
2024-04-02,955.42,6400,Professional Fees,Apex Payroll Services,Subscription renewal,JE-11520
2024-07-23,5371.83,4100,Service Revenue,Apex Payroll Services,Equipment lease,JE-11521
2024-11-09,3347.44,5000,Cost of Goods Sold,Customer B LLC,Service rendered,JE-11522
2024-04-02,1266.11,6800,Insurance Expense,Northstar Utilities,Routine purchase,JE-11523
2024-10-17,4312.37,4000,Sales Revenue,Quantum Software Inc,Supplies order,JE-11524
2024-02-07,745.68,6010,Payroll Tax Expense,Pacific Office Co,Subscription renewal,JE-11525
2024-10-30,1765.64,5100,Inventory Purchases,Acme Supplies Inc,Service rendered,JE-11526
2024-03-07,2066.47,6600,Marketing Expense,Greenline Insurance,Subscription renewal,JE-11527
2024-09-10,934.93,6010,Payroll Tax Expense,Customer B LLC,Subscription renewal,JE-11528
2024-12-13,393.58,6700,Software Subscriptions,Customer B LLC,Reimbursement,JE-11529
2024-03-12,50.0,6900,Repairs & Maintenance,Greenline Insurance,Supplies order,JE-11530
2024-03-01,344.51,6600,Marketing Expense,Greenline Insurance,Supplies order,JE-11531
