date,amount,debit_amount,credit_amount,account_code,account_name,vendor,description,journal_ref,dr_cr_pattern
2024-02-06,2074.72,0.0,2074.72,4000,Sales Revenue,Acme Supplies Inc,Routine purchase,JE-10238,standard
2024-04-01,5602.01,0.0,5602.01,4100,Service Revenue,Quantum Software Inc,Monthly invoice,JE-10239,standard
2024-10-26,1218.26,1218.26,0.0,6600,Marketing Expense,Apex Payroll Services,Vendor payment,JE-10240,non_standard
2024-09-20,5458.38,5458.38,0.0,5000,Cost of Goods Sold,Citywide Rentals LLC,Routine purchase,JE-10241,non_standard
2024-01-09,4011.33,4011.33,0.0,7000,Cash Disbursements,Acme Supplies Inc,Subscription renewal,JE-10242,standard
2024-07-10,1536.35,1536.35,0.0,1200,Accounts Receivable,Northstar Utilities,Monthly invoice,JE-10243,standard
2024-02-14,3396.29,3396.29,0.0,5100,Inventory Purchases,Greenline Insurance,Recurring charge,JE-10244,standard
2024-03-19,6861.86,6861.86,0.0,6000,Salaries Expense,Citywide Rentals LLC,Vendor payment,JE-10245,standard
2024-09-03,3580.07,3580.07,0.0,5100,Inventory Purchases,Bayview Logistics,Reimbursement,JE-10246,standard
2024-04-12,24170.09,0.0,24170.09,2000,Accounts Payable,Quantum Software Inc,Service rendered,JE-10247,standard
2024-04-26,4460.36,4460.36,0.0,7000,Cash Disbursements,Greenline Insurance,Supplies order,JE-10248,standard
2024-08-13,275.5,275.5,0.0,6300,Office Supplies,Northstar Utilities,Supplies order,JE-10249,non_standard
2024-11-25,1159.47,1159.47,0.0,6010,Payroll Tax Expense,Summit Marketing Group,Service rendered,JE-10250,standard
2024-02-22,467.6,467.6,0.0,6200,Utilities Expense,Greenline Insurance,Supplies order,JE-10251,non_standard
2024-11-12,459.64,459.64,0.0,6300,Office Supplies,Greenline Insurance,Vendor payment,JE-10252,non_standard
2024-12-17,536.74,536.74,0.0,6700,Software Subscriptions,Standard Bank,Supplies order,JE-10253,non_standard
2024-01-19,1541.19,1541.19,0.0,5000,Cost of Goods Sold,Greenline Insurance,Equipment lease,JE-10254,non_standard
2024-05-01,191.12,191.12,0.0,6300,Office Supplies,Summit Marketing Group,Equipment lease,JE-10255,non_standard
2024-11-01,2827.63,2827.63,0.0,5000,Cost of Goods Sold,Quantum Software Inc,Recurring charge,JE-10256,non_standard
2024-08-02,447.34,447.34,0.0,6700,Software Subscriptions,Greenline Insurance,Recurring charge,JE-10257,non_standard
2024-11-29,1259.46,1259.46,0.0,6500,Travel & Entertainment,Acme Supplies Inc,,JE-10258,non_standard
2024-10-28,2858.63,2858.63,0.0,6100,Rent Expense,Customer D Industries,Equipment lease,JE-10259,non_standard
2024-08-08,6610.11,6610.11,0.0,6000,Salaries Expense,Greenline Insurance,Monthly invoice,JE-10260,standard
2024-04-15,692.38,692.38,0.0,6700,Software Subscriptions,Brightway Group #1911,Routine purchase,JE-10261,non_standard
2024-05-02,1785.15,1785.15,0.0,6400,Professional Fees,Pacific Office Co,Service rendered,JE-10262,standard
2024-03-15,184.11,184.11,0.0,6300,Office Supplies,Quantum Software Inc,Equipment lease,JE-10263,non_standard
2024-03-11,470.61,470.61,0.0,6700,Software Subscriptions,Northstar Utilities,Service rendered,JE-10264,non_standard
2024-12-09,222.73,222.73,0.0,6010,Payroll Tax Expense,Reliant Repair Services,Monthly invoice,JE-10265,standard
2024-05-27,7445.78,7445.78,0.0,5100,Inventory Purchases,Vector IT Solutions,Supplies order,JE-10266,standard
2024-03-01,326.9,326.9,0.0,6200,Utilities Expense,Customer B LLC,Service rendered,JE-10267,non_standard
2024-09-10,7764.56,7764.56,0.0,6000,Salaries Expense,Pacific Office Co,Routine purchase,JE-10268,standard
2024-10-21,3595.28,0.0,3595.28,2000,Accounts Payable,Summit Marketing Group,Equipment lease,JE-10269,standard
2024-09-19,974.7,974.7,0.0,6900,Repairs & Maintenance,Customer D Industries,Reimbursement,JE-10270,non_standard
2024-12-25,2503.99,2503.99,0.0,5000,Cost of Goods Sold,Citywide Rentals LLC,Equipment lease,JE-10271,non_standard
2024-11-26,1111.67,1111.67,0.0,6010,Payroll Tax Expense,Customer B LLC,Reimbursement,JE-10272,standard
2024-04-05,9295.91,9295.91,0.0,1200,Accounts Receivable,Customer D Industries,Service rendered,JE-10273,standard
2024-12-27,463.44,463.44,0.0,6200,Utilities Expense,Summit Marketing Group,Subscription renewal,JE-10274,non_standard
2024-12-28,2373.23,2373.23,0.0,6400,Professional Fees,Apex Payroll Services,Recurring charge,JE-10275,standard
2024-05-22,3065.44,3065.44,0.0,6100,Rent Expense,Bayview Logistics,Vendor payment,JE-10276,non_standard
2024-11-04,2973.06,2973.06,0.0,6100,Rent Expense,Standard Bank,Recurring charge,JE-10277,non_standard
2024-03-18,6804.76,6804.76,0.0,7000,Cash Disbursements,Citywide Rentals LLC,Subscription renewal,JE-10278,standard
2024-05-10,5917.56,5917.56,0.0,6000,Salaries Expense,Customer C Holdings,Supplies order,JE-10279,standard
2024-07-10,4787.24,4787.24,0.0,6700,Software Subscriptions,Summit Marketing Group,Subscription renewal,JE-10280,non_standard
2024-01-18,6212.59,6212.59,0.0,1200,Accounts Receivable,Customer B LLC,Subscription renewal,JE-10281,standard
2024-05-17,476.58,476.58,0.0,5100,Inventory Purchases,Reliant Repair Services,Subscription renewal,JE-10282,standard
2024-12-15,1321.76,1321.76,0.0,7000,Cash Disbursements,Customer A Corp,Equipment lease,JE-10283,standard
2024-09-13,3985.68,3985.68,0.0,7000,Cash Disbursements,Greenline Insurance,Service rendered,JE-10284,standard
2024-02-05,7141.31,7141.31,0.0,1200,Accounts Receivable,Bayview Logistics,Service rendered,JE-10285,standard
2024-02-09,828.89,828.89,0.0,6900,Repairs & Maintenance,Quantum Software Inc,Recurring charge,JE-10286,non_standard
2024-04-01,534.99,534.99,0.0,6700,Software Subscriptions,Vector IT Solutions,Recurring charge,JE-10287,non_standard
2024-01-23,561.64,561.64,0.0,6300,Office Supplies,Acme Supplies Inc,Reimbursement,JE-10288,non_standard
2024-10-15,7890.31,7890.31,0.0,6000,Salaries Expense,Bridgepoint Travel,Vendor payment,JE-10289,standard
2024-03-09,5404.89,0.0,5404.89,2000,Accounts Payable,Northstar Utilities,Supplies order,JE-10290,standard
2024-12-04,2794.33,2794.33,0.0,6400,Professional Fees,Customer D Industries,Equipment lease,JE-10291,standard
2024-11-19,2450.46,0.0,2450.46,4100,Service Revenue,Customer A Corp,Routine purchase,JE-10292,standard
2024-06-11,7207.77,0.0,7207.77,4000,Sales Revenue,Customer A Corp,Recurring charge,JE-10293,standard
2024-09-30,313.13,313.13,0.0,6700,Software Subscriptions,Standard Bank,Recurring charge,JE-10294,non_standard
2024-12-31,892.78,892.78,0.0,6500,Travel & Entertainment,Bayview Logistics,Subscription renewal,JE-10295,non_standard
2024-02-19,2616.34,2616.34,0.0,5100,Inventory Purchases,Customer B LLC,Reimbursement,JE-10296,standard
2024-11-27,384.68,384.68,0.0,6200,Utilities Expense,Greenline Insurance,Equipment lease,JE-10297,non_standard
2024-06-04,713.29,713.29,0.0,6500,Travel & Entertainment,Citywide Rentals LLC,Equipment lease,JE-10298,non_standard
2024-07-06,403.49,403.49,0.0,6300,Office Supplies,Pacific Office Co,Recurring charge,JE-10299,non_standard
2024-12-21,6001.65,6001.65,0.0,6000,Salaries Expense,Citywide Rentals LLC,Equipment lease,JE-10300,standard
2024-02-27,5217.62,0.0,5217.62,4000,Sales Revenue,Bayview Logistics,Routine purchase,JE-10301,standard
2024-10-10,138.2,138.2,0.0,6300,Office Supplies,Maple Holdings Ltd #1916,Routine purchase,JE-10302,non_standard
2024-10-10,756.94,756.94,0.0,6010,Payroll Tax Expense,Pacific Office Co,Recurring charge,JE-10303,standard
2024-12-04,1995.47,1995.47,0.0,6400,Professional Fees,Customer D Industries,Service rendered,JE-10304,standard
2024-07-09,869.54,869.54,0.0,6600,Marketing Expense,Brightway Group #1919,Subscription renewal,JE-10305,non_standard
2024-10-15,440.61,440.61,0.0,6200,Utilities Expense,Citywide Rentals LLC,Recurring charge,JE-10306,non_standard
2024-04-11,1069.12,1069.12,0.0,6600,Marketing Expense,Bayview Logistics,Equipment lease,JE-10307,non_standard
2024-03-07,407.5,407.5,0.0,6300,Office Supplies,Apex Payroll Services,Supplies order,JE-10308,non_standard
2024-09-28,778.81,778.81,0.0,6600,Marketing Expense,Acme Supplies Inc,Reimbursement,JE-10309,non_standard
2024-06-21,938.83,938.83,0.0,6010,Payroll Tax Expense,Customer B LLC,Recurring charge,JE-10310,standard
2024-08-11,1907.93,1907.93,0.0,6010,Payroll Tax Expense,Citywide Rentals LLC,Equipment lease,JE-10311,standard
2024-03-15,1365.26,1365.26,0.0,6800,Insurance Expense,Apex Payroll Services,Reimbursement,JE-10312,non_standard
2024-05-08,2130.72,2130.72,0.0,5000,Cost of Goods Sold,Northstar Utilities,Service rendered,JE-10313,non_standard
2024-12-19,5040.26,5040.26,0.0,5100,Inventory Purchases,Apex Payroll Services,Monthly invoice,JE-10314,standard
2024-07-30,2004.13,0.0,2004.13,2000,Accounts Payable,Customer B LLC,Subscription renewal,JE-10315,standard
2024-02-09,481.94,481.94,0.0,6900,Repairs & Maintenance,Northstar Utilities,Routine purchase,JE-10316,non_standard
2024-01-03,4080.28,0.0,4080.28,2000,Accounts Payable,Northstar Utilities,Service rendered,JE-10317,standard
2024-11-27,1268.63,1268.63,0.0,6400,Professional Fees,Bridgepoint Travel,Recurring charge,JE-10318,standard
2024-07-03,50.0,50.0,0.0,7000,Cash Disbursements,Bridgepoint Travel,Subscription renewal,JE-10319,standard
2024-08-30,228.22,228.22,0.0,6200,Utilities Expense,Customer B LLC,Service rendered,JE-10320,non_standard
2024-09-09,3684.92,3684.92,0.0,1200,Accounts Receivable,Quantum Software Inc,Equipment lease,JE-10321,standard
2024-10-31,4386.53,0.0,4386.53,4000,Sales Revenue,Customer D Industries,Supplies order,JE-10322,standard
2024-03-27,864.15,864.15,0.0,6500,Travel & Entertainment,Bayview Logistics,Subscription renewal,JE-10323,non_standard
2024-09-13,599.19,599.19,0.0,6900,Repairs & Maintenance,Standard Bank,Vendor payment,JE-10324,non_standard
2024-07-15,455.25,455.25,0.0,6500,Travel & Entertainment,Greenline Insurance,Vendor payment,JE-10325,non_standard
2024-03-05,4929.55,4929.55,0.0,6300,Office Supplies,Standard Bank,Equipment lease,JE-10326,non_standard
2024-11-18,205.75,205.75,0.0,6700,Software Subscriptions,Apex Payroll Services,Routine purchase,JE-10327,non_standard
2024-11-15,386.05,386.05,0.0,6200,Utilities Expense,Bayview Logistics,Vendor payment,JE-10328,non_standard
2024-10-14,693.93,693.93,0.0,6500,Travel & Entertainment,Reliant Repair Services,Service rendered,JE-10329,non_standard
2024-01-09,50.0,50.0,0.0,7000,Cash Disbursements,Reliant Repair Services,Reimbursement,JE-10330,standard
2024-03-31,873.11,873.11,0.0,6500,Travel & Entertainment,Quantum Software Inc,Supplies order,JE-10331,non_standard
2024-07-22,483.07,483.07,0.0,6600,Marketing Expense,Greenline Insurance,Recurring charge,JE-10332,non_standard
2024-10-15,3586.55,0.0,3586.55,4100,Service Revenue,Vector IT Solutions,Routine purchase,JE-10333,standard
2024-03-23,4738.93,4738.93,0.0,5100,Inventory Purchases,Summit Marketing Group,Equipment lease,JE-10334,standard
2024-11-12,640.95,640.95,0.0,6400,Professional Fees,Reliant Repair Services,Recurring charge,JE-10335,standard
2024-06-07,625.04,625.04,0.0,6500,Travel & Entertainment,Standard Bank,Recurring charge,JE-10336,non_standard
2024-06-14,408.52,408.52,0.0,6300,Office Supplies,Northstar Utilities,Recurring charge,JE-10337,non_standard
2024-05-14,810.51,810.51,0.0,6200,Utilities Expense,Bayview Logistics,Recurring charge,JE-10338,non_standard
2024-03-08,714.26,714.26,0.0,6900,Repairs & Maintenance,Bridgepoint Travel,Recurring charge,JE-10339,non_standard
2024-01-08,4140.37,4140.37,0.0,6000,Salaries Expense,Apex Payroll Services,Monthly invoice,JE-10340,standard
2024-11-12,2927.51,0.0,2927.51,4000,Sales Revenue,Customer C Holdings,Reimbursement,JE-10341,standard
2024-01-05,1458.75,1458.75,0.0,6600,Marketing Expense,QuickFix Consultants #1903,Routine purchase,JE-10342,non_standard
2024-01-14,218.34,218.34,0.0,6500,Travel & Entertainment,Customer D Industries,Supplies order,JE-10343,non_standard
2024-04-08,666.24,666.24,0.0,6200,Utilities Expense,Standard Bank,Supplies order,JE-10344,non_standard
2024-12-03,1870.79,1870.79,0.0,7000,Cash Disbursements,Customer D Industries,Equipment lease,JE-10345,standard
2024-03-17,5777.27,0.0,5777.27,4000,Sales Revenue,Standard Bank,Recurring charge,JE-10346,standard
2024-08-26,9726.55,0.0,9726.55,4100,Service Revenue,Standard Bank,Reimbursement,JE-10347,standard
2024-05-28,144.96,144.96,0.0,7000,Cash Disbursements,Greenline Insurance,Equipment lease,JE-10348,standard
2024-11-11,50.0,50.0,0.0,6500,Travel & Entertainment,Bridgepoint Travel,Routine purchase,JE-10349,non_standard
2024-10-03,6785.24,6785.24,0.0,1200,Accounts Receivable,Customer D Industries,Equipment lease,JE-10350,standard
2024-08-20,4572.26,4572.26,0.0,6000,Salaries Expense,Reliant Repair Services,Recurring charge,JE-10351,standard
2024-01-29,443.82,443.82,0.0,6700,Software Subscriptions,Bayview Logistics,Reimbursement,JE-10352,non_standard
2024-12-02,2545.56,0.0,2545.56,2000,Accounts Payable,Customer B LLC,Subscription renewal,JE-10353,standard
2024-04-03,931.78,931.78,0.0,6800,Insurance Expense,Pacific Office Co,Supplies order,JE-10354,non_standard
2024-05-31,5030.06,5030.06,0.0,5100,Inventory Purchases,Customer B LLC,Vendor payment,JE-10355,standard
2024-11-13,2034.52,2034.52,0.0,6400,Professional Fees,Pacific Office Co,Routine purchase,JE-10356,standard
2024-01-05,715.35,715.35,0.0,6500,Travel & Entertainment,Northstar Utilities,Recurring charge,JE-10357,non_standard
2024-04-17,768.32,768.32,0.0,6010,Payroll Tax Expense,Reliant Repair Services,Monthly invoice,JE-10358,standard
2024-06-20,511.71,511.71,0.0,6700,Software Subscriptions,Reliant Repair Services,Recurring charge,JE-10359,non_standard
2024-02-09,204.42,204.42,0.0,6600,Marketing Expense,Northstar Utilities,Monthly invoice,JE-10360,non_standard
2024-09-26,1395.22,0.0,1395.22,2000,Accounts Payable,Pacific Office Co,Reimbursement,JE-10361,standard
2024-02-13,4045.64,4045.64,0.0,5100,Inventory Purchases,Reliant Repair Services,Subscription renewal,JE-10362,standard
2024-08-21,475.98,475.98,0.0,6200,Utilities Expense,Greenline Insurance,Recurring charge,JE-10363,non_standard
2024-11-01,293.2,293.2,0.0,6300,Office Supplies,Apex Payroll Services,Reimbursement,JE-10364,non_standard
2024-06-21,50.0,0.0,50.0,4000,Sales Revenue,Bridgepoint Travel,Service rendered,JE-10365,standard
2024-08-09,6064.33,6064.33,0.0,5100,Inventory Purchases,Bridgepoint Travel,Routine purchase,JE-10366,standard
2024-12-02,265.45,265.45,0.0,6700,Software Subscriptions,Greenline Insurance,Reimbursement,JE-10367,non_standard
2024-10-14,2998.04,2998.04,0.0,6100,Rent Expense,Standard Bank,Service rendered,JE-10368,non_standard
2024-05-20,8458.89,8458.89,0.0,6000,Salaries Expense,Quantum Software Inc,Recurring charge,JE-10369,standard
2024-12-18,1297.19,1297.19,0.0,6400,Professional Fees,Reliant Repair Services,Vendor payment,JE-10370,standard
2024-11-29,134.91,134.91,0.0,6400,Professional Fees,Bridgepoint Travel,Vendor payment,JE-10371,standard
2024-07-08,600.53,600.53,0.0,6200,Utilities Expense,Bridgepoint Travel,Routine purchase,JE-10372,non_standard
2024-02-14,625.42,625.42,0.0,6400,Professional Fees,Greenline Insurance,Routine purchase,JE-10373,standard
2024-09-09,5847.74,5847.74,0.0,1200,Accounts Receivable,Customer C Holdings,Service rendered,JE-10374,standard
2024-03-15,4126.07,4126.07,0.0,5000,Cost of Goods Sold,Summit Marketing Group,Reimbursement,JE-10375,non_standard
2024-11-23,3918.58,3918.58,0.0,5100,Inventory Purchases,Bridgepoint Travel,Reimbursement,JE-10376,standard
2024-11-14,908.77,908.77,0.0,6010,Payroll Tax Expense,Citywide Rentals LLC,Supplies order,JE-10377,standard
2024-07-04,6595.13,0.0,6595.13,4000,Sales Revenue,Echo Services #1912,Vendor payment,JE-10378,standard
2024-01-03,1179.55,1179.55,0.0,6800,Insurance Expense,Vector IT Solutions,Service rendered,JE-10379,non_standard
2024-10-22,908.46,908.46,0.0,6010,Payroll Tax Expense,Vector IT Solutions,Vendor payment,JE-10380,standard
2024-02-27,1553.27,1553.27,0.0,7000,Cash Disbursements,Customer B LLC,Equipment lease,JE-10381,standard
2024-09-12,425.39,425.39,0.0,6900,Repairs & Maintenance,Bridgepoint Travel,Equipment lease,JE-10382,non_standard
2024-08-08,8438.45,8438.45,0.0,6000,Salaries Expense,Citywide Rentals LLC,Service rendered,JE-10383,standard
2024-10-30,528.08,528.08,0.0,6900,Repairs & Maintenance,Quantum Software Inc,Recurring charge,JE-10384,non_standard
2024-05-07,956.72,956.72,0.0,6900,Repairs & Maintenance,Bayview Logistics,Reimbursement,JE-10385,non_standard
2024-06-19,3075.14,3075.14,0.0,6100,Rent Expense,Bridgepoint Travel,Monthly invoice,JE-10386,non_standard
2024-07-31,4023.61,4023.61,0.0,5000,Cost of Goods Sold,Apex Payroll Services,Reimbursement,JE-10387,non_standard
2024-09-27,174.12,174.12,0.0,7000,Cash Disbursements,Quantum Software Inc,Recurring charge,JE-10388,standard
2024-10-13,1954.97,1954.97,0.0,6400,Professional Fees,Customer C Holdings,Service rendered,JE-10389,standard
2024-08-27,146.7,146.7,0.0,6600,Marketing Expense,Customer D Industries,Reimbursement,JE-10390,non_standard
2024-07-24,2483.64,0.0,2483.64,4000,Sales Revenue,Citywide Rentals LLC,Supplies order,JE-10391,standard
2024-07-13,5308.9,5308.9,0.0,5100,Inventory Purchases,Customer A Corp,Reimbursement,JE-10392,standard
2024-06-18,3093.77,3093.77,0.0,5000,Cost of Goods Sold,Northstar Utilities,Monthly invoice,JE-10393,non_standard
2024-11-24,1861.51,0.0,1861.51,2000,Accounts Payable,Standard Bank,Monthly invoice,JE-10394,standard
2024-10-06,666.02,666.02,0.0,6200,Utilities Expense,Bridgepoint Travel,Routine purchase,JE-10395,non_standard
2024-12-19,2921.4,2921.4,0.0,6100,Rent Expense,Bridgepoint Travel,Supplies order,JE-10396,non_standard
2024-09-03,3171.06,3171.06,0.0,6100,Rent Expense,Greenline Insurance,Service rendered,JE-10397,non_standard
2024-04-23,4657.14,4657.14,0.0,1200,Accounts Receivable,Pacific Office Co,Subscription renewal,JE-10398,standard
2024-01-04,2871.1,2871.1,0.0,5000,Cost of Goods Sold,Customer B LLC,Routine purchase,JE-10399,non_standard
2024-01-03,3427.72,0.0,3427.72,4100,Service Revenue,Customer A Corp,Subscription renewal,JE-10400,standard
2024-12-24,218.84,218.84,0.0,6900,Repairs & Maintenance,Bridgepoint Travel,Recurring charge,JE-10401,non_standard
2024-12-18,1269.64,1269.64,0.0,6010,Payroll Tax Expense,Bayview Logistics,Supplies order,JE-10402,standard
2024-03-21,443.26,443.26,0.0,6600,Marketing Expense,Summit Marketing Group,Vendor payment,JE-10403,non_standard
2024-03-22,759.11,759.11,0.0,6200,Utilities Expense,Quantum Software Inc,Reimbursement,JE-10404,non_standard
2024-05-10,3043.0,3043.0,0.0,6100,Rent Expense,Customer D Industries,Vendor payment,JE-10405,non_standard
2024-06-24,554.77,554.77,0.0,6500,Travel & Entertainment,Pinecone Partners #1998,Service rendered,JE-10406,non_standard
2024-08-22,2198.17,2198.17,0.0,5000,Cost of Goods Sold,Pacific Office Co,Supplies order,JE-10407,non_standard
2024-01-23,4741.55,4741.55,0.0,1200,Accounts Receivable,Standard Bank,Recurring charge,JE-10408,standard
2024-03-31,2231.31,2231.31,0.0,5000,Cost of Goods Sold,Customer C Holdings,Equipment lease,JE-10409,non_standard
2024-03-12,3694.6,3694.6,0.0,7000,Cash Disbursements,Bridgepoint Travel,Service rendered,JE-10410,standard
